0.053454,0.061278,0.058918,0.055785,0.050635,0.045755,0.046119,0.042962,0.034116,0.031186
0.057107,0.063363,0.058549,0.054083,0.049666,0.050008,0.048431,0.043503,0.03458,0.0315
0.059004,0.065149,0.058805,0.054025,0.047703,0.052912,0.049813,0.043533,0.034021,0.032704
0.063472,0.062348,0.057714,0.051802,0.050851,0.052857,0.048621,0.041852,0.033627,0.030262
0.056729,0.058484,0.05488,0.049102,0.056057,0.052546,0.048848,0.041589,0.032956,0.028014
0.046234,0.053899,0.051616,0.049667,0.056519,0.053958,0.047907,0.039195,0.031912,0.027153
0.040738,0.048363,0.047518,0.053495,0.057607,0.05221,0.047734,0.039446,0.029697,0.026764
3.4801e-05,0.04288,0.046294,0.058711,0.057615,0.05345,0.046266,0.037409,0.029106,0.02534
0,0.03729,0.050415,0.056368,0.055446,0.049661,0.043451,0.036867,0.026424,0.0228
0,0.016875,0.054033,0.056927,0.056037,0.049642,0.045206,0.035149,0.025428,0.019217
0,0,0.03123,0.056809,0.052934,0.047101,0.042323,0.033518,0.023196,0.015087
0,0,6.2532e-06,0.052965,0.052487,0.046481,0.039439,0.031839,0.02056,0.01141
0,0,5.41e-06,4.9399e-05,0.043801,0.042949,0.037451,0.029115,0.017515,0.0070154
3.9384e-07,0,0,5.3938e-06,0.036947,0.039061,0.03335,0.02471,0.010521,0.0049654
0,0,0,1.8574e-06,3.1121e-05,0.027601,0.027496,0.019211,0.0053106,0.0031515
3.9057e-07,0,0,1.0684e-06,4.3939e-06,0.00016719,0.0086251,0.007855,0.0023043,0.001906
0,0,0,0,2.1056e-06,1.655e-05,0.00013757,0.00067543,0.00049058,0.00041195
0,0,0,0,1.0684e-06,1.4427e-06,8.3281e-06,1.2125e-05,4.758e-06,4.6061e-06
0,0,0,0,0,2.9801e-07,8.2101e-07,7.1384e-07,1.4022e-07,7.7892e-09
0,0,0,0,0,0,9.3953e-07,6.7857e-07,7.7892e-09,0
